frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,DNP3 Object Count,DNP3 Objects,attack_type
208,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,194,0x00004000,20000,36503,154,0x00000018,0,0.001064,0,0,0,0,,25:18.2,631,1,131,0x00000044,0x000000c0,129,0x000000c8,33,0,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,11,2,33,0,,25:18.8,493,1,133,0x00000044,0x000000c0,129,0x000000c0,36,511,2
60,eth:ethertype:arp,00:50:56:9c:25:51,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:22.8,560,1,148,0x00000044,0x000000c0,129,0x000000c7,38,1,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:50:56:9c:25:51,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,25:22.9,1200,1,208,0x00000044,0x000000c0,129,0x000000cc,58,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,0,0,0,0,,25:25.9,390,1,121,0x00000044,0x000000c0,129,0x000000c3,32,255,2
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.001086,0,0,0,0,,25:26.1,399,1,73,0x00000044,0x000000c0,129,0x000000c2,16,15,2
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:27.5,968,1,22,0x00000044,0x000000c0,129,0x000000c4,1,1001,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:27.7,1195,1,172,0x00000044,0x000000c0,129,0x000000cc,46,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,57733,20000,18,0x00000018,0,-1,0,0,0,0,,25:29.0,456,1,109,0x00000044,0x000000c0,129,0x000000c1,28,127,2
293,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,279,0x00004000,20000,57733,239,0x00000018,0,0.001279,0,0,0,1,arpspoof,25:39.4,968,1,22,0x00000044,0x000000c0,129,0x000000c5,1,,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,25:40.7,601,1,201,0x00000044,0x000000c0,129,0x000000cc,55,2,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,25:47.9,968,1,160,0x00000044,0x000000c0,129,0x000000c6,42,1,2
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,55493,20000,27,0x00000018,0,-1,0,0,0,0,,25:48.3,631,1,131,0x00000044,0x000000c0,129,0x000000c9,33,0,2
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,55493,31,0x00000018,0,0.001145,0,0,0,0,,25:49.0,493,1,133,0x00000044,0x000000c0,129,0x000000c1,36,511,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,DNP3,25:53.0,560,1,148,0x00000044,0x000000c0,129,0x000000c8,38,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,25:53.0,1200,1,208,0x00000044,0x000000c0,129,0x000000cd,58,1,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,25:56.0,390,1,121,0x00000044,0x000000c0,129,0x000000c4,32,255,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,52851,20000,18,0x00000018,0,-1,5,1,15,0,,25:56.3,399,1,73,0x00000044,0x000000c0,129,0x000000c3,16,15,2
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,182,0x00004000,20000,52851,142,0x00000018,0,0.002068,0,0,0,0,,25:57.9,1195,1,172,0x00000044,0x000000c0,129,0x000000cd,46,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,43991,20000,18,0x00000018,0,-1,0,0,0,0,,25:59.2,456,1,109,0x00000044,0x000000c0,129,0x000000c2,28,127,2
142,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,128,0x00004000,20000,43991,88,0x00000018,0,0.002209,0,0,0,0,,26:10.8,601,1,201,0x00000044,0x000000c0,129,0x000000cd,55,2,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,56515,20000,18,0x00000018,0,-1,5,1,15,0,,26:18.0,968,1,160,0x00000044,0x000000c0,129,0x000000c7,42,1,2
253,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,239,0x00004000,20000,56515,199,0x00000018,0,0.002213,0,0,0,0,,26:18.5,631,1,131,0x00000044,0x000000c0,129,0x000000ca,33,0,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55909,20000,18,0x00000018,0,-1,0,0,0,0,,26:19.1,493,1,133,0x00000044,0x000000c0,129,0x000000c2,36,511,2
182,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,168,0x00004000,20000,55909,128,0x00000018,0,0.002038,0,0,0,0,,26:23.1,560,1,148,0x00000044,0x000000c0,129,0x000000c9,38,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,26:23.2,1200,1,208,0x00000044,0x000000c0,129,0x000000ce,58,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,1,arpspoof,26:26.2,390,1,121,0x00000044,0x000000c0,129,0x000000c5,32,255,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,26:26.5,399,1,73,0x00000044,0x000000c0,129,0x000000c4,16,15,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,26:28.1,1195,1,172,0x00000044,0x000000c0,129,0x000000ce,46,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,26:29.4,456,1,109,0x00000044,0x000000c0,129,0x000000c3,28,127,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,9,2,26,1,arpspoof,26:41.0,601,1,201,0x00000044,0x000000c0,129,0x000000ce,55,2,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,26:48.2,968,1,160,0x00000044,0x000000c0,129,0x000000c8,42,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,26:48.6,631,1,131,0x00000044,0x000000c0,129,0x000000cb,33,0,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,26:49.3,493,1,133,0x00000044,0x000000c0,129,0x000000c3,36,511,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,26:53.3,560,1,148,0x00000044,0x000000c0,129,0x000000ca,38,1,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,26:53.3,1200,1,208,0x00000044,0x000000c0,129,0x000000cf,58,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,4,1,12,0,,26:56.3,390,1,121,0x00000044,0x000000c0,129,0x000000c6,32,255,2
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.002422,0,0,0,0,,26:56.7,399,1,73,0x00000044,0x000000c0,129,0x000000c5,16,15,2
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,38491,20000,27,0x00000018,0,-1,12,2,36,0,,26:58.4,1195,1,172,0x00000044,0x000000c0,129,0x000000cf,46,1,2
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,38491,31,0x00000018,0,0.001818,0,0,0,1,DNP3,26:59.7,456,1,109,0x00000044,0x000000c0,129,0x000000c4,28,127,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,13,2,38,0,,27:11.2,601,1,201,0x00000044,0x000000c0,129,0x000000cf,55,2,2
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.001638,0,0,0,0,,27:18.4,968,1,160,0x00000044,0x000000c0,129,0x000000c9,42,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,0,0,0,0,,27:18.8,631,1,131,0x00000044,0x000000c0,129,0x000000cc,33,0,2
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.001463,0,0,0,0,,27:19.5,493,1,133,0x00000044,0x000000c0,129,0x000000c4,36,511,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,36503,20000,18,0x00000018,0,-1,0,0,0,0,,27:23.6,560,1,148,0x00000044,0x000000c0,129,0x000000cb,38,1,2
208,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,194,0x00004000,20000,36503,154,0x00000018,0,0.001451,0,0,0,0,,27:23.6,1200,1,208,0x00000044,0x000000c0,129,0x000000c0,58,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,11,2,33,0,,27:26.5,390,1,121,0x00000044,0x000000c0,129,0x000000c7,32,255,2
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.001644,0,0,0,0,,27:27.0,399,1,73,0x00000044,0x000000c0,129,0x000000c6,16,15,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,57733,20000,18,0x00000018,0,-1,0,0,0,0,,27:28.7,1195,1,172,0x00000044,0x000000c0,129,0x000000c0,46,1,2
293,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,279,0x00004000,20000,57733,239,0x00000018,0,0.001774,0,0,0,0,,27:30.0,456,1,109,0x00000044,0x000000c0,129,0x000000c5,28,127,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,27:41.4,601,1,201,0x00000044,0x000000c0,129,0x000000c0,55,2,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,27:48.7,968,1,160,0x00000044,0x000000c0,129,0x000000ca,42,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,27:49.1,631,1,131,0x00000044,0x000000c0,129,0x000000cd,33,0,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,27:49.8,493,1,133,0x00000044,0x000000c0,129,0x000000c5,36,511,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,27:53.8,560,1,148,0x00000044,0x000000c0,129,0x000000cc,38,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,27:53.9,1200,1,208,0x00000044,0x000000c0,129,0x000000c1,58,1,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,27:56.8,390,1,121,0x00000044,0x000000c0,129,0x000000c8,32,255,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,27:57.2,399,1,73,0x00000044,0x000000c0,129,0x000000c7,16,15,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,52851,20000,18,0x00000018,0,-1,0,0,0,0,,27:59.0,1195,1,172,0x00000044,0x000000c0,129,0x000000c1,46,1,2
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,182,0x00004000,20000,52851,142,0x00000018,0,0.001626,5,1,15,0,,28:00.3,456,1,109,0x00000044,0x000000c0,129,0x000000c6,28,127,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,43991,20000,18,0x00000018,0,-1,0,0,0,0,,28:11.7,601,1,201,0x00000044,0x000000c0,129,0x000000c1,55,2,2
142,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,128,0x00004000,20000,43991,88,0x00000018,0,0.000703,0,0,0,0,,28:13.5,631,1,22,0x00000044,0x000000c0,129,0x000000ce,1,20,2
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,33571,20000,27,0x00000018,0,-1,0,0,0,0,,28:19.0,968,1,160,0x00000044,0x000000c0,129,0x000000cb,42,1,2
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,33571,31,0x00000018,0,0.00062,0,0,0,1,DNP3,28:19.4,631,1,131,0x00000044,0x000000c0,129,0x000000cf,33,0,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,56515,20000,18,0x00000018,0,-1,0,0,0,0,,28:20.1,493,1,133,0x00000044,0x000000c0,129,0x000000c6,36,511,2
253,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,239,0x00004000,20000,56515,199,0x00000018,0,0.000775,0,0,0,0,,28:24.1,560,1,148,0x00000044,0x000000c0,129,0x000000cd,38,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55909,20000,18,0x00000018,0,-1,5,1,15,0,,28:24.2,1200,1,208,0x00000044,0x000000c0,129,0x000000c2,58,1,2
182,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,168,0x00004000,20000,55909,128,0x00000018,0,0.001703,0,0,0,0,,28:27.0,390,1,121,0x00000044,0x000000c0,129,0x000000c9,32,255,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,21,5,63,0,,28:27.4,399,1,73,0x00000044,0x000000c0,129,0x000000c8,16,15,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,28:29.3,1195,1,172,0x00000044,0x000000c0,129,0x000000c2,46,1,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,28:30.6,456,1,109,0x00000044,0x000000c0,129,0x000000c7,28,127,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,0,0,0,0,,28:42.0,601,1,201,0x00000044,0x000000c0,129,0x000000c2,55,2,2
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.001859,0,0,0,0,,28:43.0,968,1,22,0x00000044,0x000000c0,129,0x000000cc,1,20,2
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,33571,20000,27,0x00000018,0,-1,12,2,36,0,,28:49.3,968,1,160,0x00000044,0x000000c0,129,0x000000cd,42,1,2
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,33571,31,0x00000018,0,0.002291,0,0,0,1,DNP3,28:49.8,631,1,131,0x00000044,0x000000c0,129,0x000000c0,33,0,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,6,1,18,0,,28:49.9,968,1,22,0x00000044,0x000000c0,129,0x000000ce,1,20,2
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.000875,0,0,0,0,,28:50.4,493,1,133,0x00000044,0x000000c0,129,0x000000c7,36,511,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,6,1,18,0,,28:54.5,560,1,148,0x00000044,0x000000c0,129,0x000000ce,38,1,2
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.001014,0,0,0,0,,28:54.5,1200,1,208,0x00000044,0x000000c0,129,0x000000c3,58,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,36503,20000,18,0x00000018,0,-1,0,0,0,0,,28:57.3,390,1,121,0x00000044,0x000000c0,129,0x000000ca,32,255,2
208,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,194,0x00004000,20000,36503,154,0x00000018,0,0.000809,0,0,0,0,,28:57.7,399,1,73,0x00000044,0x000000c0,129,0x000000c9,16,15,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,6,1,18,0,,28:59.6,1195,1,172,0x00000044,0x000000c0,129,0x000000c3,46,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,29:01.0,456,1,109,0x00000044,0x000000c0,129,0x000000c8,28,127,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,5,1,15,0,,29:12.3,601,1,201,0x00000044,0x000000c0,129,0x000000c3,55,2,2
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.002097,0,0,0,0,,29:17.2,601,1,22,0x00000044,0x000000c0,129,0x000000c4,1,20,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,29:19.7,968,1,160,0x00000044,0x000000c0,129,0x000000cf,42,1,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,57733,20000,18,0x00000018,0,-1,0,0,0,0,,29:20.1,631,1,131,0x00000044,0x000000c0,129,0x000000c1,33,0,2
293,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,279,0x00004000,20000,57733,239,0x00000018,0,0.002012,0,0,0,0,,29:20.7,493,1,133,0x00000044,0x000000c0,129,0x000000c8,36,511,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,29:24.8,560,1,148,0x00000044,0x000000c0,129,0x000000cf,38,1,2
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,29:24.9,1200,1,208,0x00000044,0x000000c0,129,0x000000c4,58,1,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,29:27.6,390,1,121,0x00000044,0x000000c0,129,0x000000cb,32,255,2
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,29:28.1,399,1,73,0x00000044,0x000000c0,129,0x000000ca,16,15,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,29:29.1,601,1,22,0x00000044,0x000000c0,129,0x000000c5,1,20,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,52851,20000,18,0x00000018,0,-1,5,1,15,0,,29:29.9,1195,1,172,0x00000044,0x000000c0,129,0x000000c4,46,1,2
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,182,0x00004000,20000,52851,142,0x00000018,0,0.002043,0,0,0,0,,29:31.3,456,1,109,0x00000044,0x000000c0,129,0x000000c9,28,127,2
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,29:42.6,601,1,201,0x00000044,0x000000c0,129,0x000000c6,55,2,2
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,43991,20000,18,0x00000018,0,-1,0,0,0,0,,29:50.0,968,1,160,0x00000044,0x000000c0,129,0x000000c0,42,1,2
142,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,128,0x00004000,20000,43991,88,0x00000018,0,0.002141,0,0,0,1,arpspoof,29:50.4,631,1,131,0x00000044,0x000000c0,129,0x000000c2,33,0,2
